route_id,airline,origin_iata,origin_airport,origin_city,origin_country,origin_latitude,origin_longitude,destination_iata,destination_airport,destination_city,destination_country,destination_latitude,destination_longitude,region,distance_km,route_type,route_scope,summer_2026_status,point_type,path_order,latitude,longitude
QR-DOH-CPT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CPT,Cape Town International Airport,Cape Town,ZA,-33.97403,18.604333,Africa,7453,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-33.97403,18.604333
QR-DOH-CRK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CRK,Clark International Airport / Clark Air Base,Mabalacat,PH,15.186,120.559998,Asia-Pacific,7209,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,15.186,120.559998
QR-DOH-DAC,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DAC,Hazrat Shahjalal International Airport,Dhaka,BD,23.843347,90.397783,Asia-Pacific,3913,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,23.843347,90.397783
QR-DOH-DAR,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,-6.873499,39.207288,Africa,3818,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-6.873499,39.207288
QR-DOH-DEL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DEL,Indira Gandhi International Airport,New Delhi,IN,28.55563,77.09519,Asia-Pacific,2548,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,28.55563,77.09519
QR-DOH-DFW,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,32.896801,-97.038002,Americas,12745,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,32.896801,-97.038002
QR-DOH-DMM,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DMM,King Fahd International Airport,Ad Dammam,SA,26.4691,49.798209,Middle East,225,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,26.4691,49.798209
QR-DOH-DPS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DPS,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID,-8.748409,115.167123,Asia-Pacific,7844,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-8.748409,115.167123
QR-DOH-DUB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DUB,Dublin Airport,Dublin,IE,53.428713,-6.262121,Europe,5670,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,53.428713,-6.262121
QR-DOH-DUR,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DUR,King Shaka International Airport,Durban,ZA,-29.6144444444,31.1197222222,Africa,6483,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-29.6144444444,31.1197222222
QR-DOH-DUS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,DUS,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.76678,Europe,4755,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,51.289501,6.76678
QR-DOH-EBB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,EBB,Entebbe International Airport,Entebbe,UG,0.042386,32.443501,Africa,3480,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,0.042386,32.443501
QR-DOH-EDI,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,EDI,Edinburgh Airport,"Ingliston, Edinburgh",GB,55.950145,-3.372288,Europe,5547,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,55.950145,-3.372288
QR-DOH-ESB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ESB,Esenboğa International Airport,Ankara,TR,40.128101,32.995098,Europe,2391,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,40.128101,32.995098
QR-DOH-EVN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,EVN,Zvartnots International Airport,Yerevan,AM,40.148941,44.397887,Caucasus & Central Asia,1785,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,40.148941,44.397887
QR-DOH-FCO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,41.804532,12.251998,Europe,4038,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,41.804532,12.251998
QR-DOH-FIH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,FIH,Ndjili International Airport,Kinshasa,CD,-4.38575,15.4446,Africa,5109,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-4.38575,15.4446
QR-DOH-FRA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,FRA,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.55835,Europe,4588,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,50.026706,8.55835
QR-DOH-GOX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,GOX,Manohar International Airport,Mopa,IN,15.744257,73.860625,Asia-Pacific,2543,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,15.744257,73.860625
QR-DOH-GRU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,BR,-23.431274,-46.469954,Americas,11858,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-23.431274,-46.469954
QR-DOH-GVA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,GVA,Geneva International Airport,Geneva,CH,46.238098,6.10895,Europe,4636,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,46.238098,6.10895
QR-DOH-GYD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,GYD,Heydar Aliyev International Airport,Baku,AZ,40.47278,50.050931,Caucasus & Central Asia,1696,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,40.47278,50.050931
QR-DOH-HAN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HAN,Noi Bai International Airport,Hanoi (Soc Son),VN,21.221201,105.806999,Asia-Pacific,5519,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,21.221201,105.806999
QR-DOH-HAS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HAS,Hail International Airport,Hail,SA,27.437901,41.686298,Middle East,1017,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,27.437901,41.686298
QR-DOH-HEL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341,Europe,4397,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-07-15),Destination,2,60.318363,24.963341
QR-DOH-HGH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,CN,30.23609,120.428865,Asia-Pacific,6692,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,30.23609,120.428865
QR-DOH-HKG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HKG,Hong Kong International Airport,Hong Kong,HK,22.31184,113.914862,Asia-Pacific,6291,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,22.31184,113.914862
QR-DOH-HKT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HKT,Phuket International Airport,Phuket,TH,8.113257,98.3174,Asia-Pacific,5295,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,8.113257,98.3174
QR-DOH-HND,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HND,Tokyo Haneda International Airport,Tokyo,JP,35.549678,139.786958,Asia-Pacific,8255,Long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-07-15),Destination,2,35.549678,139.786958
QR-DOH-HRE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HRE,Robert Gabriel Mugabe International Airport,Harare,ZW,-17.931801,31.0928,Africa,5293,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-17.931801,31.0928
QR-DOH-HYD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,HYD,Rajiv Gandhi International Airport,Hyderabad,IN,17.231318,78.429855,Asia-Pacific,2914,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,17.231318,78.429855
QR-DOH-IAD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,IAD,Washington Dulles International Airport,Dulles,US,38.9445,-77.455803,Americas,11127,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,38.9445,-77.455803
QR-DOH-IAH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,IAH,George Bush Intercontinental Airport,Houston,US,29.9844,-95.3414,Americas,12933,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,29.9844,-95.3414
QR-DOH-ICN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ICN,Incheon International Airport,Seoul,KR,37.469101,126.450996,Asia-Pacific,7052,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,37.469101,126.450996
QR-DOH-ISB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ISB,Islamabad International Airport,Attock,PK,33.549,72.82566,Asia-Pacific,2246,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,33.549,72.82566
QR-DOH-IST,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,IST,İstanbul Airport,Istanbul,TR,41.274874,28.732136,Europe,2757,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,41.274874,28.732136
QR-DOH-JED,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,JED,King Abdulaziz International Airport,Jeddah,SA,21.680241,39.157436,Middle East,1331,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,21.680241,39.157436
QR-DOH-JFK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,JFK,John F. Kennedy International Airport,New York,US,40.639447,-73.779317,Americas,10770,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,40.639447,-73.779317
QR-DOH-JMK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,JMK,Mykonos Island National Airport,Mykonos,GR,37.435101,25.348101,Europe,2823,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,37.435101,25.348101
QR-DOH-JNB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,JNB,O.R. Tambo International Airport,Johannesburg,ZA,-26.140081,28.246801,Africa,6243,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-26.140081,28.246801
QR-DOH-JRO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,JRO,Kilimanjaro International Airport,Arusha,TZ,-3.427049,37.07353,Africa,3556,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-3.427049,37.07353
QR-DOH-KGL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,KGL,Kigali International Airport,Kigali,RW,-1.96863,30.1395,Africa,3811,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,-1.96863,30.1395
QR-DOH-KHI,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,KHI,Jinnah International Airport,Karachi,PK,24.9065,67.160797,Asia-Pacific,1566,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,24.9065,67.160797
QR-DOH-KIX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,KIX,Kansai International Airport,Osaka,JP,34.427299,135.244003,Asia-Pacific,7905,Long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,34.427299,135.244003
QR-DOH-KTI,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,KTI,Techo International Airport,Phnom Penh (Boeng Khyang),KH,11.359987,104.921272,Asia-Pacific,5797,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,11.359987,104.921272
QR-DOH-KTM,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,KTM,Tribhuvan International Airport,Kathmandu,NP,27.6966,85.3591,Asia-Pacific,3360,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,27.6966,85.3591
QR-DOH-KUL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,KUL,Kuala Lumpur International Airport,Sepang,MY,2.74558,101.709999,Asia-Pacific,5909,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,2.74558,101.709999
QR-DOH-LAX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LAX,Los Angeles International Airport,Los Angeles,US,33.942501,-118.407997,Americas,13347,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,33.942501,-118.407997
QR-DOH-LCA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LCA,Larnaca International Airport,Larnaca,CY,34.875099,33.624901,Europe,2028,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,34.875099,33.624901
QR-DOH-LGW,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LGW,London Gatwick Airport,London,GB,51.148744,-0.185739,Europe,5215,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,51.148744,-0.185739
QR-DOH-LHE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LHE,Allama Iqbal International Airport,Lahore,PK,31.521601,74.403603,Asia-Pacific,2330,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,31.521601,74.403603
QR-DOH-LHR,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LHR,London Heathrow Airport,London,GB,51.470748,-0.459909,Europe,5241,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,51.470748,-0.459909
QR-DOH-LIS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LIS,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592,Europe,5812,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,38.7813,-9.13592
QR-DOH-LOS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LOS,Murtala Muhammed International Airport,Lagos,NG,6.57737,3.32116,Africa,5528,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,6.57737,3.32116
QR-DOH-LUN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LUN,Kenneth Kaunda International Airport,Lusaka,ZM,-15.330833,28.452722,Africa,5165,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-15.330833,28.452722
QR-DOH-MAA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MAA,Chennai International Airport,Chennai,IN,12.990005,80.169296,Asia-Pacific,3286,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,12.990005,80.169296
QR-DOH-MAD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,Europe,5331,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,40.493407,-3.572249
QR-DOH-MAN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,Europe,5410,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,53.349375,-2.279521
QR-DOH-MCT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MCT,Muscat International Airport,Muscat/Seeb,OM,23.600218,58.285268,Middle East,701,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,23.600218,58.285268
QR-DOH-MED,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MED,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,24.5534,39.705101,Middle East,1203,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,24.5534,39.705101
QR-DOH-MEL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Asia-Pacific,11957,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-37.670732,144.837898
QR-DOH-MIA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,Americas,12340,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,25.796011,-80.289751
QR-DOH-MLE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MLE,Velana International Airport,Malé,MV,4.19183,73.529099,Asia-Pacific,3312,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,4.19183,73.529099
QR-DOH-MNL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,14.5086,121.019997,Asia-Pacific,7282,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,14.5086,121.019997
QR-DOH-MPM,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MPM,Maputo Airport,Maputo,MZ,-25.920799,32.572601,Africa,6048,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-25.920799,32.572601
QR-DOH-MUN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MUN,José Tadeo Monagas International Airport,Maturín,VE,9.749023,-63.153348,Americas,11955,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,9.749023,-63.153348
QR-DOH-MUX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MUX,Multan International Airport,Multan,PK,30.203199,71.419098,Asia-Pacific,2022,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,30.203199,71.419098
QR-DOH-MXP,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MXP,Milan Malpensa International Airport,Ferno (VA),IT,45.6306,8.72811,Europe,4423,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,45.6306,8.72811
QR-DOH-NBJ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO,-9.050734,13.499078,Africa,5620,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-9.050734,13.499078
QR-DOH-NBO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NBO,Jomo Kenyatta International Airport,Nairobi,KE,-1.318886,36.928233,Africa,3353,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-1.318886,36.928233
QR-DOH-NCE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587,Europe,4486,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,43.658401,7.21587
QR-DOH-NRT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NRT,Narita International Airport,Narita,JP,35.76858,140.388714,Asia-Pacific,8298,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,35.76858,140.388714
QR-DOH-ORD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,Americas,11458,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,41.9786,-87.9048
QR-DOH-OSL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,OSL,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,Europe,4958,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,60.193901,11.1004
QR-DOH-OTP,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,OTP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.571792,26.103285,Europe,3139,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,44.571792,26.103285
QR-DOH-PEN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PEN,Penang International Airport,Penang,MY,5.296303,100.276185,Asia-Pacific,5632,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,5.296303,100.276185
QR-DOH-PER,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PER,Perth International Airport,Perth,AU,-31.94029998779297,115.96700286865234,Asia-Pacific,9330,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-31.94029998779297,115.96700286865234
QR-DOH-PEW,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PEW,Bacha Khan International Airport,Peshawar,PK,33.9939,71.514603,Asia-Pacific,2149,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,33.9939,71.514603
QR-DOH-PHL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,Americas,10919,Long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-08-01),Destination,2,39.871899,-75.241096
QR-DOH-PKX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PKX,Beijing Daxing International Airport,Beijing,CN,39.501289,116.413967,Asia-Pacific,6154,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,39.501289,116.413967
QR-DOH-PRG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PRG,Václav Havel Airport Prague,Prague,CZ,50.100874,14.259911,Europe,4219,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,50.100874,14.259911
QR-DOH-PVG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),CN,31.1434,121.805,Asia-Pacific,6796,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,31.1434,121.805
QR-DOH-PZU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PZU,Port Sudan New International Airport,Port Sudan,SD,19.434558,37.234125,Africa,1613,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-07-02),Destination,2,19.434558,37.234125
QR-DOH-RAK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,RAK,Marrakesh Menara Airport,Marrakesh,MA,31.604807,-8.035788,Africa,5804,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,31.604807,-8.035788
QR-DOH-RSI,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,RSI,Red Sea International Airport,Hanak,SA,25.627975,37.088914,Middle East,1458,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,25.627975,37.088914
QR-DOH-RUH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,RUH,King Khalid International Airport,Riyadh,SA,24.9576,46.698799,Middle East,495,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,24.9576,46.698799
QR-DOH-SEA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SEA,Seattle–Tacoma International Airport,Seattle,US,47.447943,-122.310276,Americas,11906,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,47.447943,-122.310276
QR-DOH-SEZ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SEZ,Seychelles International Airport,Victoria,SC,-4.67434,55.521801,Africa,3357,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,-4.67434,55.521801
QR-DOH-SFO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,Americas,12994,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,37.619806,-122.374821
QR-DOH-SGN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,VN,10.8188,106.652,Asia-Pacific,5995,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,10.8188,106.652
QR-DOH-SIN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SIN,Singapore Changi Airport,Singapore,SG,1.35019,103.994003,Asia-Pacific,6207,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,1.35019,103.994003
QR-DOH-SJJ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SJJ,Sarajevo International Airport,Sarajevo,BA,43.8246,18.331499,Europe,3641,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,43.8246,18.331499
QR-DOH-SKT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SKT,Sialkot International Airport,Sialkot,PK,32.535941,74.364623,Asia-Pacific,2352,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,32.535941,74.364623
QR-DOH-SLL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SLL,Salalah International Airport,Salalah,OM,17.0387,54.091301,Middle East,951,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,17.0387,54.091301
QR-DOH-SVO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SVO,Sheremetyevo International Airport,Moscow,RU,55.976858,37.41121,Europe,3602,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,55.976858,37.41121
